year,Month,Day,Max at 7h (�F),Min at 7h  (�F),Max at 18h  (�F),Min at 18h  (�F),max temp,Min at 7h (�C),Max at 18h (�C),Min at 18h (�C)
1930,3,23,46,40,52,40,7.8,4.4,11.1,4.4
1930,3,24,49,37,49,37,9.4,2.8,9.4,2.8
1930,3,25,47,45,54,47,8.3,7.2,12.2,8.3
1930,3,26,53,48,52,48,11.7,8.9,11.1,8.9
1930,3,27,51,45,51,47,10.6,7.2,10.6,8.3
1930,3,28,49,47,50,45,9.4,8.3,10,7.2
1930,3,29,47,42,54,43,8.3,5.6,12.2,6.1
1930,3,30,51,42,50,47,10.6,5.6,10,8.3
1930,3,31,48,46,54,47,8.9,7.8,12.2,8.3
1930,4,1,50,49,53,50,10,9.4,11.7,10
1930,4,2,51,48,52,48,10.6,8.9,11.1,8.9
1930,4,3,50,45,50,47,10,7.2,10,8.3
1930,4,4,50,46,48,45,10,7.8,8.9,7.2
1930,4,5,46,39,45,40,7.8,3.9,7.2,4.4
1930,4,6,45,35,53,37,7.2,1.7,11.7,2.8
1930,4,7,53,35,52,37,11.7,1.7,11.1,2.8
1930,4,8,49,47,52,48,9.4,8.3,11.1,8.9
1930,4,9,51,45,53,46,10.6,7.2,11.7,7.8
1930,4,10,51,42,56,45,10.6,5.6,13.3,7.2
1930,4,11,54,41,54,41,12.2,5,12.2,5
1930,4,12,50,45,53,45,10,7.2,11.7,7.2
1930,4,13,50,43,50,43,10,6.1,10,6.1
1930,4,14,49,44,54,45,9.4,6.7,12.2,7.2
1930,4,15,52,44,56,45,11.1,6.7,13.3,7.2
1930,4,16,54,44,57,45,12.2,6.7,13.9,7.2
1930,4,17,56,44,55,45,13.3,6.7,12.8,7.2
1930,4,18,52,42,55,43,11.1,5.6,12.8,6.1
1930,4,19,53,45,51,41,11.7,7.2,10.6,5
1930,4,20,46,40,52,41,7.8,4.4,11.1,5
1930,4,21,50,39,50,42,10,3.9,10,5.6
1930,4,22,48,36,52,38,8.9,2.2,11.1,3.3
1930,4,23,50,38,48,45,10,3.3,8.9,7.2
1930,4,24,49,45,52,45,9.4,7.2,11.1,7.2
1930,4,25,51,45,48,45,10.6,7.2,8.9,7.2
1930,4,26,48,40,53,45,8.9,4.4,11.7,7.2
1930,4,27,51,38,56,38,10.6,3.3,13.3,3.3
1930,4,28,53,50,59,51,11.7,10,15,10.6
1930,4,29,58,45,62,46,14.4,7.2,16.7,7.8
1930,4,30,61,45,57,47,16.1,7.2,13.9,8.3
1930,5,1,55,45,53,48,12.8,7.2,11.7,8.9
1930,5,2,52,48,55,49,11.1,8.9,12.8,9.4
1930,5,3,52,47,61,49,11.1,8.3,16.1,9.4
1930,5,4,60,43,56,45,15.6,6.1,13.3,7.2
1930,5,5,54,48,54,49,12.2,8.9,12.2,9.4
1930,5,6,54,42,59,45,12.2,5.6,15,7.2
1930,5,7,58,45,57,45,14.4,7.2,13.9,7.2
1930,5,8,55,42,54,44,12.8,5.6,12.2,6.7
1930,5,9,53,45,54,47,11.7,7.2,12.2,8.3
1930,5,10,53,44,52,45,11.7,6.7,11.1,7.2
1930,5,11,52,46,56,50,11.1,7.8,13.3,10
1930,5,12,55,46,54,49,12.8,7.8,12.2,9.4
1930,5,13,54,50,59,53,12.2,10,15,11.7
1930,5,14,55,45,58,49,12.8,7.2,14.4,9.4
1930,5,15,55,50,60,53,12.8,10,15.6,11.7
1930,5,16,58,47,57,49,14.4,8.3,13.9,9.4
1930,5,17,56,50,54,50,13.3,10,12.2,10
1930,5,18,51,44,56,46,10.6,6.7,13.3,7.8
1930,5,19,55,46,58,53,12.8,7.8,14.4,11.7
1930,5,20,57,50,60,53,13.9,10,15.6,11.7
1930,5,21,57,50,59,51,13.9,10,15,10.6
1930,5,22,56,46,60,49,13.3,7.8,15.6,9.4
1930,5,23,54,45,58,49,12.2,7.2,14.4,9.4
1930,5,24,56,50,65,50,13.3,10,18.3,10
1930,5,25,64,47,60,47,17.8,8.3,15.6,8.3
1930,5,26,58,46,60,50,14.4,7.8,15.6,10
1930,5,27,60,50,65,52,15.6,10,18.3,11.1
1930,5,28,59,51,60,53,15,10.6,15.6,11.7
1930,5,29,57,46,60,50,13.9,7.8,15.6,10
1930,5,30,57,53,64,54,13.9,11.7,17.8,12.2
1930,5,31,62,55,60,57,16.7,12.8,15.6,13.9
1930,6,1,58,51,62,54,14.4,10.6,16.7,12.2
1930,6,2,57,53,61,53,13.9,11.7,16.1,11.7
1930,6,3,59,52,66,55,15,11.1,18.9,12.8
1930,6,4,63,50,68,56,17.2,10,20,13.3
1930,6,5,63,52,65,56,17.2,11.1,18.3,13.3
1930,6,6,65,55,68,56,18.3,12.8,20,13.3
1930,6,7,64,49,64,51,17.8,9.4,17.8,10.6
1930,6,8,63,46,61,50,17.2,7.8,16.1,10
1930,6,9,60,49,59,55,15.6,9.4,15,12.8
1930,6,10,59,55,61,56,15,12.8,16.1,13.3
1930,6,11,58,51,61,53,14.4,10.6,16.1,11.7
1930,6,12,60,42,62,50,15.6,5.6,16.7,10
1930,6,13,61,50,64,56,16.1,10,17.8,13.3
1930,6,14,63,47,64,49,17.2,8.3,17.8,9.4
1930,6,15,62,49,66,49,16.7,9.4,18.9,9.4
1930,6,16,64,53,67,55,17.8,11.7,19.4,12.8
1930,6,17,65,53,66,57,18.3,11.7,18.9,13.9
1930,6,18,61,56,66,58,16.1,13.3,18.9,14.4
1930,6,19,66,52,61,59,18.9,11.1,16.1,15
1930,6,20,60,54,64,58,15.6,12.2,17.8,14.4
1930,6,21,63,53,59,55,17.2,11.7,15,12.8
1930,6,22,60,50,62,55,15.6,10,16.7,12.8
1930,6,23,60,48,59,52,15.6,8.9,15,11.1
1930,6,24,57,48,61,53,13.9,8.9,16.1,11.7
1930,6,25,58,47,61,52,14.4,8.3,16.1,11.1
1930,6,26,60,45,63,52,15.6,7.2,17.2,11.1
1930,6,27,61,52,64,54,16.1,11.1,17.8,12.2
1930,6,28,61,50,62,54,16.1,10,16.7,12.2
1930,6,29,60,50,62,56,15.6,10,16.7,13.3
1930,6,30,61,56,62,57,16.1,13.3,16.7,13.9
1930,7,1,61,55,62,57,16.1,12.8,16.7,13.9
1930,7,2,61,56,63,57,16.1,13.3,17.2,13.9
1930,7,3,61,55,61,57,16.1,12.8,16.1,13.9
1930,7,4,59,55,63,58,15,12.8,17.2,14.4
1930,7,5,62,53,65,56,16.7,11.7,18.3,13.3
1930,7,6,60,58,65,59,15.6,14.4,18.3,15
1930,7,7,64,48,65,54,17.8,8.9,18.3,12.2
1930,7,8,64,59,72,62,17.8,15,22.2,16.7
1930,7,9,71,57,69,64,21.7,13.9,20.6,17.8
1930,7,10,65,57,69,57,18.3,13.9,20.6,13.9
1930,7,11,67,57,65,58,19.4,13.9,18.3,14.4
1930,7,12,60,54,69,58,15.6,12.2,20.6,14.4
1930,7,13,67,54,66,56,19.4,12.2,18.9,13.3
1930,7,14,65,55,62,56,18.3,12.8,16.7,13.3
1930,7,15,60,52,60,55,15.6,11.1,15.6,12.8
1930,7,16,60,55,62,56,15.6,12.8,16.7,13.3
1930,7,17,59,49,62,52,15,9.4,16.7,11.1
1930,7,18,60,52,65,57,15.6,11.1,18.3,13.9
1930,7,19,63,50,65,54,17.2,10,18.3,12.2
1930,7,20,63,54,66,54,17.2,12.2,18.9,12.2
1930,7,21,59,52,61,54,15,11.1,16.1,12.2
1930,7,22,59,50,61,53,15,10,16.1,11.7
1930,7,23,58,54,61,54,14.4,12.2,16.1,12.2
1930,7,24,60,53,62,55,15.6,11.7,16.7,12.8
1930,7,25,60,51,61,56,15.6,10.6,16.1,13.3
1930,7,26,61,56,64,58,16.1,13.3,17.8,14.4
1930,7,27,62,56,64,58,16.7,13.3,17.8,14.4
1930,7,28,61,54,63,57,16.1,12.2,17.2,13.9
1930,7,29,61,55,62,56,16.1,12.8,16.7,13.3
1930,7,30,62,53,65,56,16.7,11.7,18.3,13.3
1930,7,31,64,53,61,54,17.8,11.7,16.1,12.2
1930,8,1,57,54,60,55,13.9,12.2,15.6,12.8
1930,8,2,58,55,61,56,14.4,12.8,16.1,13.3
1930,8,3,60,53,60,56,15.6,11.7,15.6,13.3
1930,8,4,59,53,62,54,15,11.7,16.7,12.2
1930,8,5,61,47,62,49,16.1,8.3,16.7,9.4
1930,8,6,61,53,61,54,16.1,11.7,16.1,12.2
1930,8,7,59,53,63,53,15,11.7,17.2,11.7
1930,8,8,62,53,59,53,16.7,11.7,15,11.7
1930,8,9,58,50,61,53,14.4,10,16.1,11.7
1930,8,10,59,56,61,56,15,13.3,16.1,13.3
1930,8,11,59,53,64,55,15,11.7,17.8,12.8
1930,8,12,62,53,63,55,16.7,11.7,17.2,12.8
1930,8,13,61,53,58,54,16.1,11.7,14.4,12.2
1930,8,14,59,55,64,57,15,12.8,17.8,13.9
1930,8,15,62,52,64,55,16.7,11.1,17.8,12.8
1930,8,16,64,47,62,52,17.8,8.3,16.7,11.1
1930,8,17,61,55,59,55,16.1,12.8,15,12.8
1930,8,18,56,55,57,54,13.3,12.8,13.9,12.2
1930,8,19,56,49,61,51,13.3,9.4,16.1,10.6
1930,8,20,60,50,58,53,15.6,10,14.4,11.7
1930,8,21,55,53,61,54,12.8,11.7,16.1,12.2
1930,8,22,59,53,62,55,15,11.7,16.7,12.8
1930,8,23,61,55,63,56,16.1,12.8,17.2,13.3
1930,8,24,60,49,62,54,15.6,9.4,16.7,12.2
1930,8,25,61,55,59,56,16.1,12.8,15,13.3
1930,8,26,59,56,59,57,15,13.3,15,13.9
1930,8,27,59,55,68,56,15,12.8,20,13.3
1930,8,28,63,56,62,57,17.2,13.3,16.7,13.9
1930,8,29,60,56,67,58,15.6,13.3,19.4,14.4
1930,8,30,63,56,61,56,17.2,13.3,16.1,13.3
1930,8,31,59,53,63,54,15,11.7,17.2,12.2
1930,9,1,61,49,62,50,16.1,9.4,16.7,10
1930,9,2,60,50,64,53,15.6,10,17.8,11.7
1930,9,3,63,55,66,57,17.2,12.8,18.9,13.9
1930,9,4,65,59,65,60,18.3,15,18.3,15.6
1930,9,5,62,57,62,57,16.7,13.9,16.7,13.9
1930,9,6,62,57,65,59,16.7,13.9,18.3,15
1930,9,7,61,54,66,54,16.1,12.2,18.9,12.2
1930,9,8,64,51,60,56,17.8,10.6,15.6,13.3
1930,9,9,60,55,65,55,15.6,12.8,18.3,12.8
1930,9,10,63,50,67,53,17.2,10,19.4,11.7
1930,9,11,62,51,63,53,16.7,10.6,17.2,11.7
1930,9,12,62,51,63,52,16.7,10.6,17.2,11.1
1930,9,13,60,55,63,58,15.6,12.8,17.2,14.4
1930,9,14,59,55,65,56,15,12.8,18.3,13.3
1930,9,15,62,47,63,49,16.7,8.3,17.2,9.4
1930,9,16,60,56,62,59,15.6,13.3,16.7,15
1930,9,17,61,49,57,51,16.1,9.4,13.9,10.6
1930,9,18,54,52,62,53,12.2,11.1,16.7,11.7
1930,9,19,59,53,60,53,15,11.7,15.6,11.7
1930,9,20,58,54,59,54,14.4,12.2,15,12.2
1930,9,21,57,54,62,54,13.9,12.2,16.7,12.2
1930,9,22,60,55,64,59,15.6,12.8,17.8,15
1930,9,23,61,58,60,58,16.1,14.4,15.6,14.4
1930,9,24,59,54,61,55,15,12.2,16.1,12.8
1930,9,25,57,52,59,53,13.9,11.1,15,11.7
1930,9,26,58,45,58,46,14.4,7.2,14.4,7.8
1930,9,27,54,45,58,45,12.2,7.2,14.4,7.2
1930,9,28,56,48,61,48,13.3,8.9,16.1,8.9
1930,9,29,60,45,57,45,15.6,7.2,13.9,7.2
1930,9,30,55,48,59,50,12.8,8.9,15,10
1930,10,1,57,52,56,54,13.9,11.1,13.3,12.2
1930,10,2,56,55,57,55,13.3,12.8,13.9,12.8
1930,10,3,57,55,59,56,13.9,12.8,15,13.3
1930,10,4,58,54,58,56,14.4,12.2,14.4,13.3
1930,10,5,58,49,56,51,14.4,9.4,13.3,10.6
1930,10,6,55,46,56,49,12.8,7.8,13.3,9.4
1930,10,7,52,49,54,50,11.1,9.4,12.2,10
1930,10,8,55,53,58,53,12.8,11.7,14.4,11.7
1930,10,9,54,43,56,43,12.2,6.1,13.3,6.1
1930,10,10,53,45,57,47,11.7,7.2,13.9,8.3
1930,10,11,54,50,57,51,12.2,10,13.9,10.6
1930,10,12,53,46,57,46,11.7,7.8,13.9,7.8
1930,10,13,55,50,58,54,12.8,10,14.4,12.2
1930,10,14,58,55,57,56,14.4,12.8,13.9,13.3
1930,10,15,57,55,58,54,13.9,12.8,14.4,12.2
1930,10,16,55,52,57,53,12.8,11.1,13.9,11.7
1930,10,17,55,45,57,52,12.8,7.2,13.9,11.1
1930,10,18,55,50,57,50,12.8,10,13.9,10
1930,10,19,55,51,55,48,12.8,10.6,12.8,8.9
1930,10,20,50,43,53,45,10,6.1,11.7,7.2
1930,10,21,49,44,55,46,9.4,6.7,12.8,7.8
1930,10,22,52,50,57,50,11.1,10,13.9,10
1930,10,23,56,51,56,51,13.3,10.6,13.3,10.6
1930,10,24,54,46,51,45,12.2,7.8,10.6,7.2
1930,10,25,48,45,51,46,8.9,7.2,10.6,7.8
1930,10,26,49,45,51,46,9.4,7.2,10.6,7.8
1930,10,27,51,45,57,45,10.6,7.2,13.9,7.2
1930,10,28,54,51,57,53,12.2,10.6,13.9,11.7
1930,10,29,56,52,59,53,13.3,11.1,15,11.7
1930,10,30,57,54,58,53,13.9,12.2,14.4,11.7
1930,10,31,54,46,53,49,12.2,7.8,11.7,9.4
1930,11,1,53,49,56,48,11.7,9.4,13.3,8.9
1930,11,2,53,47,52,49,11.7,8.3,11.1,9.4
1930,11,3,51,45,49,46,10.6,7.2,9.4,7.8
1930,11,4,47,41,49,39,8.3,5,9.4,3.9
1930,11,5,50,45,51,48,10,7.2,10.6,8.9
1930,11,6,50,39,47,38,10,3.9,8.3,3.3
1930,11,7,47,39,52,45,8.3,3.9,11.1,7.2
1930,11,8,53,50,56,51,11.7,10,13.3,10.6
1930,11,9,54,49,58,53,12.2,9.4,14.4,11.7
1930,11,10,55,42,52,43,12.8,5.6,11.1,6.1
1930,11,11,49,40,51,41,9.4,4.4,10.6,5
1930,11,12,46,36,50,39,7.8,2.2,10,3.9
1930,11,13,50,48,53,49,10,8.9,11.7,9.4
1930,11,14,52,49,53,51,11.1,9.4,11.7,10.6
1930,11,15,54,51,56,46,12.2,10.6,13.3,7.8
1930,11,16,48,37,45,36,8.9,2.8,7.2,2.2
1930,11,17,46,36,48,44,7.8,2.2,8.9,6.7
1930,11,18,51,47,54,49,10.6,8.3,12.2,9.4
1930,11,19,54,52,54,50,12.2,11.1,12.2,10
1930,11,20,53,50,55,52,11.7,10,12.8,11.1
1930,11,21,54,51,54,51,12.2,10.6,12.2,10.6
1930,11,22,53,47,53,44,11.7,8.3,11.7,6.7
1930,11,23,45,37,51,37,7.2,2.8,10.6,2.8
1930,11,24,55,50,54,49,12.8,10,12.2,9.4
1930,11,25,52,46,52,46,11.1,7.8,11.1,7.8
1930,11,26,46,38,47,39,7.8,3.3,8.3,3.9
1930,11,27,44,34,48,35,6.7,1.1,8.9,1.7
1930,11,28,42,35,43,35,5.6,1.7,6.1,1.7
1930,11,29,40,36,45,37,4.4,2.2,7.2,2.8
1930,11,30,42,35,48,34,5.6,1.7,8.9,1.1
1930,12,1,49,40,50,47,9.4,4.4,10,8.3
1930,12,2,50,46,49,46,10,7.8,9.4,7.8
1930,12,3,47,43,49,42,8.3,6.1,9.4,5.6
1930,12,4,47,41,48,45,8.3,5,8.9,7.2
1930,12,5,46,42,46,42,7.8,5.6,7.8,5.6
1930,12,6,48,40,49,46,8.9,4.4,9.4,7.8
1930,12,7,49,39,46,38,9.4,3.9,7.8,3.3
1930,12,8,44,40,44,38,6.7,4.4,6.7,3.3
1930,12,9,40,35,44,36,4.4,1.7,6.7,2.2
1930,12,10,41,35,49,40,5,1.7,9.4,4.4
1930,12,11,51,47,52,48,10.6,8.3,11.1,8.9
1930,12,12,50,43,50,45,10,6.1,10,7.2
1930,12,13,51,44,48,43,10.6,6.7,8.9,6.1
1930,12,14,45,40,44,40,7.2,4.4,6.7,4.4
1930,12,15,43,40,49,41,6.1,4.4,9.4,5
1930,12,16,48,43,48,43,8.9,6.1,8.9,6.1
1930,12,17,44,41,50,42,6.7,5,10,5.6
1930,12,18,51,48,52,50,10.6,8.9,11.1,10
1930,12,19,51,48,49,49,10.6,8.9,9.4,9.4
1930,12,20,50,48,52,46,10,8.9,11.1,7.8
1930,12,21,47,40,47,37,8.3,4.4,8.3,2.8
1930,12,22,42,39,46,40,5.6,3.9,7.8,4.4
1930,12,23,49,45,50,47,9.4,7.2,10,8.3
1930,12,24,49,42,48,43,9.4,5.6,8.9,6.1
1930,12,25,48,42,47,42,8.9,5.6,8.3,5.6
1930,12,26,47,40,50,45,8.3,4.4,10,7.2
1930,12,27,51,45,51,44,10.6,7.2,10.6,6.7
1930,12,28,46,45,52,45,7.8,7.2,11.1,7.2
1930,12,29,51,35,45,38,10.6,1.7,7.2,3.3
1930,12,30,44,40,50,43,6.7,4.4,10,6.1
1930,12,31,49,39,45,40,9.4,3.9,7.2,4.4
1931,1,1,43,37,43,37,6.1,2.8,6.1,2.8
1931,1,2,42,35,40,35,5.6,1.7,4.4,1.7
1931,1,3,40,35,44,36,4.4,1.7,6.7,2.2
1931,1,4,43,34,47,37,6.1,1.1,8.3,2.8
1931,1,5,44,34,47,37,6.7,1.1,8.3,2.8
1931,1,6,47,45,47,45,8.3,7.2,8.3,7.2
1931,1,7,46,39,46,41,7.8,3.9,7.8,5
1931,1,8,42,37,45,37,5.6,2.8,7.2,2.8
1931,1,9,43,36,45,37,6.1,2.2,7.2,2.8
1931,1,10,42,36,48,37,5.6,2.2,8.9,2.8
1931,1,11,47,38,50,41,8.3,3.3,10,5
1931,1,12,49,40,45,40,9.4,4.4,7.2,4.4
1931,1,13,43,36,41,35,6.1,2.2,5,1.7
1931,1,14,37,31,45,32,2.8,-0.6,7.2,0
1931,1,15,48,40,50,45,8.9,4.4,10,7.2
1931,1,16,49,46,52,47,9.4,7.8,11.1,8.3
1931,1,17,52,45,48,44,11.1,7.2,8.9,6.7
1931,1,18,47,45,52,46,8.3,7.2,11.1,7.8
1931,1,19,51,46,52,49,10.6,7.8,11.1,9.4
1931,1,20,51,44,50,45,10.6,6.7,10,7.2
1931,1,21,46,43,49,45,7.8,6.1,9.4,7.2
1931,1,22,48,40,48,40,8.9,4.4,8.9,4.4
1931,1,23,49,45,50,44,9.4,7.2,10,6.7
1931,1,24,45,40,46,41,7.2,4.4,7.8,5
1931,1,25,45,39,48,40,7.2,3.9,8.9,4.4
1931,1,26,45,40,47,40,7.2,4.4,8.3,4.4
1931,1,27,48,42,50,47,8.9,5.6,10,8.3
1931,1,28,48,41,50,44,8.9,5,10,6.7
1931,1,29,47,39,47,39,8.3,3.9,8.3,3.9
1931,1,30,46,37,48,39,7.8,2.8,8.9,3.9
1931,1,31,48,44,51,45,8.9,6.7,10.6,7.2
1931,2,1,47,38,46,43,8.3,3.3,7.8,6.1
1931,2,2,47,43,50,45,8.3,6.1,10,7.2
1931,2,3,46,37,46,37,7.8,2.8,7.8,2.8
1931,2,4,41,35,48,39,5,1.7,8.9,3.9
1931,2,5,47,38,48,45,8.3,3.3,8.9,7.2
1931,2,6,48,35,47,45,8.9,1.7,8.3,7.2
1931,2,7,45,36,48,39,7.2,2.2,8.9,3.9
1931,2,8,49,45,51,48,9.4,7.2,10.6,8.9
1931,2,9,49,45,51,46,9.4,7.2,10.6,7.8
1931,2,10,48,40,46,40,8.9,4.4,7.8,4.4
1931,2,11,43,36,51,40,6.1,2.2,10.6,4.4
1931,2,12,46,37,47,39,7.8,2.8,8.3,3.9
1931,2,13,44,35,45,37,6.7,1.7,7.2,2.8
1931,2,14,44,39,45,40,6.7,3.9,7.2,4.4
1931,2,15,45,39,50,40,7.2,3.9,10,4.4
1931,2,16,47,36,44,39,8.3,2.2,6.7,3.9
1931,2,17,43,38,44,39,6.1,3.3,6.7,3.9
1931,2,18,44,35,45,36,6.7,1.7,7.2,2.2
1931,2,19,42,34,48,37,5.6,1.1,8.9,2.8
1931,2,20,50,46,54,46,10,7.8,12.2,7.8
1931,2,21,46,36,44,36,7.8,2.2,6.7,2.2
1931,2,22,43,34,47,33,6.1,1.1,8.3,0.6
1931,2,23,47,37,49,39,8.3,2.8,9.4,3.9
1931,2,24,46,42,50,42,7.8,5.6,10,5.6
1931,2,25,51,49,53,49,10.6,9.4,11.7,9.4
1931,2,26,52,49,54,48,11.1,9.4,12.2,8.9
1931,2,27,49,38,49,40,9.4,3.3,9.4,4.4
1931,2,28,44,35,42,34,6.7,1.7,5.6,1.1
1931,3,1,40,33,45,32,4.4,0.6,7.2,0
1931,3,2,43,35,43,40,6.1,1.7,6.1,4.4
1931,3,3,46,41,47,45,7.8,5,8.3,7.2
1931,3,4,46,41,46,42,7.8,5,7.8,5.6
1931,3,5,47,44,47,45,8.3,6.7,8.3,7.2
1931,3,6,47,44,46,37,8.3,6.7,7.8,2.8
1931,3,7,40,35,38,32,4.4,1.7,3.3,0
1931,3,8,35,32,38,33,1.7,0,3.3,0.6
1931,3,9,37,31,40,32,2.8,-0.6,4.4,0
1931,3,10,33,29,45,31,0.6,-1.7,7.2,-0.6
1931,3,11,44,35,47,35,6.7,1.7,8.3,1.7
1931,3,12,45,35,46,38,7.2,1.7,7.8,3.3
1931,3,13,44,40,47,41,6.7,4.4,8.3,5
1931,3,14,45,35,49,35,7.2,1.7,9.4,1.7
1931,3,15,48,45,48,45,8.9,7.2,8.9,7.2
1931,3,16,46,44,48,44,7.8,6.7,8.9,6.7
1931,3,17,47,45,48,45,8.3,7.2,8.9,7.2
1931,3,18,48,45,47,45,8.9,7.2,8.3,7.2
1931,3,19,48,45,49,45,8.9,7.2,9.4,7.2
1931,3,20,48,45,48,45,8.9,7.2,8.9,7.2
1931,3,21,47,45,53,46,8.3,7.2,11.7,7.8
1931,3,22,50,43,48,45,10,6.1,8.9,7.2
1931,3,23,47,44,47,44,8.3,6.7,8.3,6.7
1931,3,24,46,40,50,44,7.8,4.4,10,6.7
1931,3,25,47,43,46,43,8.3,6.1,7.8,6.1
1931,3,26,46,43,46,43,7.8,6.1,7.8,6.1
1931,3,27,46,44,50,44,7.8,6.7,10,6.7
1931,3,28,48,45,50,46,8.9,7.2,10,7.8
1931,3,29,49,44,49,45,9.4,6.7,9.4,7.2
1931,3,30,48,45,49,46,8.9,7.2,9.4,7.8
1931,3,31,49,45,49,46,9.4,7.2,9.4,7.8
1931,4,1,48,46,48,45,8.9,7.8,8.9,7.2
1931,4,2,48,41,47,41,8.9,5,8.3,5
1931,4,3,46,40,49,42,7.8,4.4,9.4,5.6
1931,4,4,47,39,53,40,8.3,3.9,11.7,4.4
1931,4,5,52,46,52,47,11.1,7.8,11.1,8.3
1931,4,6,53,47,55,48,11.7,8.3,12.8,8.9
1931,4,7,51,47,52,47,10.6,8.3,11.1,8.3
1931,4,8,49,47,53,48,9.4,8.3,11.7,8.9
1931,4,9,51,47,58,48,10.6,8.3,14.4,8.9
1931,4,10,54,47,55,47,12.2,8.3,12.8,8.3
1931,4,11,49,45,50,46,9.4,7.2,10,7.8
1931,4,12,50,44,54,45,10,6.7,12.2,7.2
1931,4,13,53,40,55,40,11.7,4.4,12.8,4.4
1931,4,14,52,40,55,46,11.1,4.4,12.8,7.8
1931,4,15,52,45,53,48,11.1,7.2,11.7,8.9
1931,4,16,51,43,52,44,10.6,6.1,11.1,6.7
1931,4,17,50,43,52,45,10,6.1,11.1,7.2
1931,4,18,49,42,52,43,9.4,5.6,11.1,6.1
1931,4,19,49,40,52,42,9.4,4.4,11.1,5.6
1931,4,20,48,39,50,40,8.9,3.9,10,4.4
1931,4,21,49,42,54,43,9.4,5.6,12.2,6.1
1931,4,22,52,40,52,42,11.1,4.4,11.1,5.6
1931,4,23,49,40,50,45,9.4,4.4,10,7.2
1931,4,24,49,45,51,47,9.4,7.2,10.6,8.3
1931,4,25,50,44,53,45,10,6.7,11.7,7.2
1931,4,26,52,45,53,47,11.1,7.2,11.7,8.3
1931,4,27,50,44,53,46,10,6.7,11.7,7.8
1931,4,28,52,46,52,47,11.1,7.8,11.1,8.3
1931,4,29,52,45,52,45,11.1,7.2,11.1,7.2
1931,4,30,51,45,53,46,10.6,7.2,11.7,7.8
1931,5,1,52,45,54,45,11.1,7.2,12.2,7.2
1931,5,2,48,43,53,44,8.9,6.1,11.7,6.7
1931,5,3,48,40,55,42,8.9,4.4,12.8,5.6
1931,5,4,51,40,52,43,10.6,4.4,11.1,6.1
1931,5,5,49,40,50,44,9.4,4.4,10,6.7
1931,5,6,50,41,55,48,10,5,12.8,8.9
1931,5,7,53,46,55,47,11.7,7.8,12.8,8.3
1931,5,8,51,46,59,47,10.6,7.8,15,8.3
1931,5,9,57,47,52,50,13.9,8.3,11.1,10
1931,5,10,52,50,52,50,11.1,10,11.1,10
1931,5,11,52,47,58,50,11.1,8.3,14.4,10
1931,5,12,57,49,55,49,13.9,9.4,12.8,9.4
1931,5,13,53,49,55,50,11.7,9.4,12.8,10
1931,5,14,54,50,56,51,12.2,10,13.3,10.6
1931,5,15,55,47,55,49,12.8,8.3,12.8,9.4
1931,5,16,54,42,57,45,12.2,5.6,13.9,7.2
1931,5,17,55,45,58,47,12.8,7.2,14.4,8.3
1931,5,18,53,42,56,49,11.7,5.6,13.3,9.4
1931,5,19,56,49,58,50,13.3,9.4,14.4,10
1931,5,20,53,45,57,51,11.7,7.2,13.9,10.6
1931,5,21,53,50,53,50,11.7,10,11.7,10
1931,5,22,52,46,55,50,11.1,7.8,12.8,10
1931,5,23,53,50,55,52,11.7,10,12.8,11.1
1931,5,24,54,51,57,52,12.2,10.6,13.9,11.1
1931,5,25,55,52,57,53,12.8,11.1,13.9,11.7
1931,5,26,55,52,58,53,12.8,11.1,14.4,11.7
1931,5,27,58,52,62,53,14.4,11.1,16.7,11.7
1931,5,28,57,54,57,54,13.9,12.2,13.9,12.2
1931,5,29,55,51,58,53,12.8,10.6,14.4,11.7
1931,5,30,55,50,57,52,12.8,10,13.9,11.1
1931,5,31,56,50,61,52,13.3,10,16.1,11.1
1931,6,1,58,52,64,53,14.4,11.1,17.8,11.7
1931,6,2,63,52,57,55,17.2,11.1,13.9,12.8
1931,6,3,56,55,56,54,13.3,12.8,13.3,12.2
1931,6,4,58,53,63,57,14.4,11.7,17.2,13.9
1931,6,5,60,55,57,55,15.6,12.8,13.9,12.8
1931,6,6,56,53,63,56,13.3,11.7,17.2,13.3
1931,6,7,62,55,62,55,16.7,12.8,16.7,12.8
1931,6,8,59,54,61,56,15,12.2,16.1,13.3
1931,6,9,58,54,62,57,14.4,12.2,16.7,13.9
1931,6,10,59,55,59,57,15,12.8,15,13.9
1931,6,11,58,52,59,52,14.4,11.1,15,11.1
1931,6,12,58,54,65,55,14.4,12.2,18.3,12.8
1931,6,13,60,54,59,53,15.6,12.2,15,11.7
1931,6,14,56,53,60,55,13.3,11.7,15.6,12.8
1931,6,15,56,49,58,55,13.3,9.4,14.4,12.8
1931,6,16,56,52,62,54,13.3,11.1,16.7,12.2
1931,6,17,59,48,62,52,15,8.9,16.7,11.1
1931,6,18,60,47,61,54,15.6,8.3,16.1,12.2
1931,6,19,58,50,60,52,14.4,10,15.6,11.1
1931,6,20,57,47,61,50,13.9,8.3,16.1,10
1931,6,21,58,54,69,56,14.4,12.2,20.6,13.3
1931,6,22,65,55,68,58,18.3,12.8,20,14.4
1931,6,23,67,55,66,58,19.4,12.8,18.9,14.4
1931,6,24,66,55,65,57,18.9,12.8,18.3,13.9
1931,6,25,61,52,66,56,16.1,11.1,18.9,13.3
