year,temp,co2,sea_ice,temp_ireland,rainfall_ireland
-344030,,220.3,,,
-343981,210.1,,,,
-343662,209.7,,,,
-343347,209.9,,,,
-343051,,205.2,,,
-343024,209.6,,,,
-342695,209.4,,,,
-342496,,211.9,,,
-342379,209.8,,,,
-342053,209.4,,,,
-341974,,200.7,,,
-341745,210.1,,,,
-341405,208.9,,,,
-341332,,204.8,,,
-341090,209.8,,,,
-340842,,250.1,,,
-340740,208.7,,,,
-340409,209.2,,,,
-340086,209.5,,,,
-339852,,205.2,,,
-339749,209.0,,,,
-339422,209.3,,,,
-339122,210.2,,,,
-338841,210.8,,,,
-338785,,234.2,,,
-338569,211.2,,,,
-338506,,200.7,,,
-338309,211.6,,,,
-338053,211.7,,,,
-338034,,239.6,,,
-337808,212.2,,,,
-337570,212.5,,,,
-337348,,250.1,,,
-337341,212.9,,,,
-337110,212.7,,,,
-337041,,241.9,,,
-336892,213.3,,,,
-336683,213.8,,,,
-336484,214.3,,,,
-336288,214.4,,,,
-336264,,255.7,,,
-336100,214.9,,,,
-335920,215.3,,,,
-335743,215.4,,,,
-335567,,270.5,,,
-335565,215.4,,,,
-335441,,234.2,,,
-335392,215.6,,,,
-335223,215.9,,,,
-335060,216.2,,,,
-334918,,278.6,,,
-334896,216.1,,,,
-334775,,239.6,,,
-334737,216.4,,,,
-334589,217.2,,,,
-334442,217.2,,,,
-334428,,285.8,,,
-334302,217.7,,,,
-334163,217.8,,,,
-334028,218.0,,,,
-333968,,241.9,,,
-333905,219.1,,,,
-333778,218.6,,,,
-333758,,278.1,,,
-333662,219.6,,,,
-333545,219.4,,,,
-333431,219.8,,,,
-333337,,255.7,,,
-333313,219.3,,,,
-333203,220.0,,,,
-333152,,298.6,,,
-333100,220.8,,,,
-332996,220.8,,,,
-332891,220.3,,,,
-332798,,270.5,,,
-332789,220.9,,,,
-332690,220.9,,,,
-332595,221.6,,,,
-332594,,288.4,,,
-332499,221.6,,,,
-332400,,289.1,,,
-332396,220.5,,,,
-332311,,278.6,,,
-332293,220.6,,,,
-332190,220.7,,,,
-332088,220.6,,,,
-332048,,282.4,,,
-331990,221.1,,,,
-331940,,285.8,,,
-331894,221.5,,,,
-331797,221.2,,,,
-331698,220.9,,,,
-331597,220.9,,,,
-331550,,273.1,,,
-331491,220.2,,,,
-331430,,278.1,,,
-331385,220.2,,,,
-331284,220.9,,,,
-331180,220.4,,,,
-331072,220.0,,,,
-330969,,298.6,,,
-330962,219.9,,,,
-330849,,272.6,,,
-330846,219.1,,,,
-330732,219.5,,,,
-330606,218.2,,,,
-330512,,288.4,,,
-330484,218.9,,,,
-330362,218.8,,,,
-330335,,289.1,,,
-330228,217.7,,,,
-330194,,271.7,,,
-330093,217.7,,,,
-329994,,282.4,,,
-329954,217.3,,,,
-329814,217.3,,,,
-329672,217.1,,,,
-329539,217.8,,,,
-329488,,273.1,,,
-329406,217.7,,,,
-329344,,265.0,,,
-329278,218.1,,,,
-329143,217.5,,,,
-329017,218.4,,,,
-328891,218.3,,,,
-328790,,272.6,,,
-328764,218.2,,,,
-328638,218.2,,,,
-328507,217.8,,,,
-328378,218.1,,,,
-328258,,271.7,,,
-328247,217.8,,,,
-328112,217.4,,,,
-328103,,275.1,,,
-327983,218.1,,,,
-327848,217.5,,,,
-327716,217.7,,,,
-327591,218.3,,,,
-327525,,265.0,,,
-327468,218.4,,,,
-327464,,271.9,,,
-327347,218.6,,,,
-327227,218.7,,,,
-327098,217.9,,,,
-326971,218.1,,,,
-326843,218.0,,,,
-326821,,270.1,,,
-326719,218.3,,,,
-326593,218.0,,,,
-326474,218.8,,,,
-326352,218.5,,,,
-326271,,275.1,,,
-326226,218.0,,,,
-326137,,266.1,,,
-326096,217.7,,,,
-325968,218.0,,,,
-325838,217.7,,,,
-325708,217.7,,,,
-325640,,271.9,,,
-325583,218.2,,,,
-325486,,264.0,,,
-325454,217.8,,,,
-325323,217.6,,,,
-325194,217.8,,,,
-325066,217.8,,,,
-325022,,270.1,,,
-324945,218.5,,,,
-324818,217.9,,,,
-324693,218.0,,,,
-324641,,266.2,,,
-324563,217.6,,,,
-324428,217.3,,,,
-324371,,266.1,,,
-324294,217.4,,,,
-324158,217.1,,,,
-324019,216.9,,,,
-323881,217.0,,,,
-323873,,260.5,,,
-323770,,264.0,,,
-323738,216.6,,,,
-323600,217.0,,,,
-323465,217.3,,,,
-323331,217.3,,,,
-323191,216.9,,,,
-323057,,260.3,,,
-323045,216.4,,,,
-323021,,266.2,,,
-322903,216.8,,,,
-322750,215.8,,,,
-322604,216.5,,,,
-322456,216.3,,,,
-322330,,260.5,,,
-322305,216.1,,,,
-322217,,260.4,,,
-322153,216.0,,,,
-321993,215.4,,,,
-321836,215.7,,,,
-321683,215.9,,,,
-321576,,260.3,,,
-321521,215.4,,,,
-321433,,257.2,,,
-321359,215.4,,,,
-321192,215.1,,,,
-321023,214.9,,,,
-320853,215.0,,,,
-320817,,260.4,,,
-320677,214.4,,,,
-320512,215.3,,,,
-320334,214.3,,,,
-320155,214.4,,,,
-320065,,257.2,,,
-319975,214.3,,,,
-319867,,249.2,,,
-319789,214.0,,,,
-319590,213.2,,,,
-319397,213.6,,,,
-319201,213.4,,,,
-318999,213.1,,,,
-318966,,255.8,,,
-318796,213.1,,,,
-318594,213.1,,,,
-318408,,249.2,,,
-318392,213.1,,,,
-318187,213.0,,,,
-317969,212.3,,,,
-317880,,233.4,,,
-317768,213.2,,,,
-317572,213.4,,,,
-317530,,255.8,,,
-317387,214.0,,,,
-317207,214.4,,,,
-317022,214.0,,,,
-316903,,245.2,,,
-316841,214.2,,,,
-316658,214.1,,,,
-316609,,233.4,,,
-316481,214.5,,,,
-316306,214.6,,,,
-316133,214.8,,,,
-315983,,251.6,,,
-315961,214.7,,,,
-315795,215.0,,,,
-315784,,245.2,,,
-315650,216.7,,,,
-315499,216.1,,,,
-315342,215.7,,,,
-315200,,272.6,,,
-315177,215.1,,,,
-315015,215.5,,,,
-314947,,251.6,,,
-314830,213.9,,,,
-314648,214.1,,,,
-314501,,246.8,,,
-314484,215.3,,,,
-314315,214.9,,,,
-314250,,272.6,,,
-314140,214.6,,,,
-313958,214.1,,,,
-313783,214.6,,,,
-313708,,257.1,,,
-313622,,246.8,,,
-313604,214.3,,,,
-313420,214.0,,,,
-313250,215.0,,,,
-313066,213.9,,,,
-312917,,257.1,,,
-312887,214.4,,,,
-312886,,256.7,,,
-312694,213.4,,,,
-312506,213.8,,,,
-312317,213.8,,,,
-312194,,256.7,,,
-312110,212.8,,,,
-312102,,251.6,,,
-311910,213.1,,,,
-311715,213.5,,,,
-311509,212.8,,,,
-311464,,251.6,,,
-311393,,241.9,,,
-311310,213.3,,,,
-311097,212.4,,,,
-310891,212.9,,,,
-310726,,241.9,,,
-310687,212.9,,,,
-310643,,239.0,,,
-310484,213.0,,,,
-310277,212.8,,,,
-310055,212.0,,,,
-309918,,239.0,,,
-309844,212.6,,,,
-309720,,237.8,,,
-309626,212.2,,,,
-309415,212.6,,,,
-309186,211.7,,,,
-309063,,237.8,,,
-308968,212.2,,,,
-308826,,233.2,,,
-308753,212.3,,,,
-308544,212.6,,,,
-308329,212.3,,,,
-308218,,233.2,,,
-308107,211.9,,,,
-308061,,226.2,,,
-307896,212.5,,,,
-307676,212.1,,,,
-307474,,227.8,,,
-307449,211.7,,,,
-307439,,226.2,,,
-307218,211.5,,,,
-306983,211.3,,,,
-306794,,227.8,,,
-306756,211.7,,,,
-306511,210.8,,,,
-306376,,225.8,,,
-306279,211.5,,,,
-306072,212.6,,,,
-305874,213.1,,,,
-305669,212.7,,,,
-305545,,225.8,,,
-305513,,244.8,,,
-305468,212.9,,,,
-305265,212.7,,,,
-305078,213.6,,,,
-304897,213.9,,,,
-304721,214.2,,,,
-304631,,248.6,,,
-304597,,244.8,,,
-304533,213.5,,,,
-304334,212.9,,,,
-304139,213.1,,,,
-303942,213.0,,,,
-303828,,250.2,,,
-303742,212.8,,,,
-303705,,248.6,,,
-303557,213.7,,,,
-303357,212.7,,,,
-303162,213.1,,,,
-303150,,240.7,,,
-302955,212.4,,,,
-302951,,250.2,,,
-302758,212.9,,,,
-302553,212.5,,,,
-302340,212.1,,,,
-302282,,240.7,,,
-302151,,240.2,,,
-302123,211.8,,,,
-301908,212.0,,,,
-301699,212.2,,,,
-301470,211.2,,,,
-301276,,240.2,,,
-301238,211.1,,,,
-301166,,236.0,,,
-301008,211.1,,,,
-300786,211.5,,,,
-300556,211.1,,,,
-300338,211.7,,,,
-300330,,236.0,,,
-300134,,239.0,,,
-300125,211.9,,,,
-299922,212.3,,,,
-299734,213.1,,,,
-299538,212.7,,,,
-299452,,239.0,,,
-299336,212.4,,,,
-299133,212.2,,,,
-299076,,236.1,,,
-298918,211.7,,,,
-298702,211.6,,,,
-298522,,236.1,,,
-298492,211.9,,,,
-298279,211.7,,,,
-298166,,231.0,,,
-298063,211.6,,,,
-297844,211.4,,,,
-297671,,231.0,,,
-297619,211.1,,,,
-297426,,224.4,,,
-297384,210.6,,,,
-297147,210.4,,,,
-296940,212.0,,,,
-296791,,224.4,,,
-296755,,217.1,,,
-296720,211.3,,,,
-296492,210.9,,,,
-296269,211.1,,,,
-296055,211.5,,,,
-295971,,217.1,,,
-295849,211.9,,,,
-295651,212.3,,,,
-295460,212.6,,,,
-295281,213.3,,,,
-295080,212.1,,,,
-294879,,213.1,,,
-294869,211.6,,,,
-294648,211.1,,,,
-294432,211.3,,,,
-294202,210.7,,,,
-293980,,213.1,,,
-293970,210.5,,,,
-293741,210.7,,,,
-293515,210.8,,,,
-293414,,212.7,,,
-293310,211.9,,,,
-293093,211.1,,,,
-292867,210.7,,,,
-292637,210.5,,,,
-292618,,212.7,,,
-292505,,206.7,,,
-292429,211.6,,,,
-292217,211.3,,,,
-292020,212.2,,,,
-291829,,206.7,,,
-291818,211.8,,,,
-291701,,206.0,,,
-291620,212.0,,,,
-291415,211.6,,,,
-291220,212.1,,,,
-291107,,206.0,,,
-291033,212.6,,,,
-290868,,207.6,,,
-290852,212.9,,,,
-290664,212.5,,,,
-290479,212.6,,,,
-290455,,207.6,,,
-290301,213.0,,,,
-290137,213.8,,,,
-289975,213.9,,,,
-289816,214.1,,,,
-289652,213.7,,,,
-289613,,217.1,,,
-289491,213.9,,,,
-289417,,217.1,,,
-289337,214.4,,,,
-289184,214.4,,,,
-289035,214.7,,,,
-288914,,220.4,,,
-288879,214.2,,,,
-288780,,220.4,,,
-288716,213.7,,,,
-288548,213.4,,,,
-288380,213.4,,,,
-288234,,234.9,,,
-288218,213.8,,,,
-288203,,234.9,,,
-288044,212.9,,,,
-287883,213.9,,,,
-287711,213.1,,,,
-287541,213.2,,,,
-287382,213.9,,,,
-287227,214.2,,,,
-287064,213.6,,,,
-286897,213.3,,,,
-286729,213.3,,,,
-286559,213.2,,,,
-286384,212.8,,,,
-286336,,231.0,,,
-286283,,231.0,,,
-286210,212.8,,,,
-286043,213.3,,,,
-285870,,230.4,,,
-285865,212.6,,,,
-285696,213.1,,,,
-285588,,230.4,,,
-285529,213.3,,,,
-285494,,231.4,,,
-285356,212.9,,,,
-285185,213.0,,,,
-285086,,231.4,,,
-285004,212.4,,,,
-284828,212.7,,,,
-284660,,226.4,,,
-284649,212.5,,,,
-284476,212.9,,,,
-284280,211.5,,,,
-284178,,226.4,,,
-284101,212.5,,,,
-283981,,228.0,,,
-283921,212.4,,,,
-283740,212.3,,,,
-283562,212.5,,,,
-283430,,228.0,,,
-283383,212.4,,,,
-283200,212.2,,,,
-283013,211.9,,,,
-282835,212.5,,,,
-282655,212.3,,,,
-282485,,231.3,,,
-282472,212.2,,,,
-282290,212.2,,,,
-282102,211.8,,,,
-281916,212.0,,,,
-281835,,231.3,,,
-281724,211.6,,,,
-281535,211.8,,,,
-281340,211.4,,,,
-281145,211.4,,,,
-280952,211.6,,,,
-280746,210.8,,,,
-280643,,223.7,,,
-280531,210.3,,,,
-280335,211.3,,,,
-280145,211.7,,,,
-279946,211.1,,,,
-279808,,223.7,,,
-279756,211.6,,,,
-279584,212.8,,,,
-279451,,215.3,,,
-279395,211.6,,,,
-279201,211.4,,,,
-278997,210.9,,,,
-278780,210.2,,,,
-278609,,211.0,,,
-278560,210.1,,,,
-278332,209.6,,,,
-278319,,215.3,,,
-278114,210.2,,,,
-277899,210.3,,,,
-277669,,204.5,,,
-277657,208.9,,,,
-277432,209.8,,,,
-277370,,211.0,,,
-277212,210.0,,,,
-277002,210.5,,,,
-276793,210.5,,,,
-276641,,202.2,,,
-276575,210.0,,,,
-276400,,204.5,,,
-276331,208.9,,,,
-276098,209.3,,,,
-275876,209.9,,,,
-275643,209.3,,,,
-275493,,193.2,,,
-275418,209.7,,,,
-275411,,202.2,,,
-275204,210.2,,,,
-274994,210.4,,,,
-274777,210.0,,,,
-274545,209.3,,,,
-274376,,193.2,,,
-274314,209.4,,,,
-274308,,198.4,,,
-274091,209.8,,,,
-273861,209.4,,,,
-273639,209.8,,,,
-273407,209.3,,,,
-273400,,198.4,,,
-273205,,194.1,,,
-273174,209.3,,,,
-272943,209.3,,,,
-272709,209.2,,,,
-272480,209.4,,,,
-272371,,194.1,,,
-272244,209.1,,,,
-272214,,193.9,,,
-272008,209.1,,,,
-271777,209.3,,,,
-271540,209.0,,,,
-271360,,193.9,,,
-271306,209.2,,,,
-271216,,190.4,,,
-271070,209.1,,,,
-270834,209.1,,,,
-270605,209.3,,,,
-270374,209.3,,,,
-270361,,190.4,,,
-270200,,184.7,,,
-270134,208.9,,,,
-269908,209.5,,,,
-269693,210.0,,,,
-269477,209.9,,,,
-269306,,184.7,,,
-269246,209.2,,,,
-269086,,198.8,,,
-269029,209.9,,,,
-268801,209.3,,,,
-268576,209.5,,,,
-268358,209.8,,,,
-268272,,198.8,,,
-268135,209.6,,,,
-267990,,194.2,,,
-267919,209.9,,,,
-267704,209.9,,,,
-267491,210.0,,,,
-267277,210.0,,,,
-267204,,194.2,,,
-267068,210.2,,,,
-267046,,187.2,,,
-266845,209.6,,,,
-266626,209.7,,,,
-266409,209.8,,,,
-266308,,188.7,,,
-266231,,187.2,,,
-266199,210.1,,,,
-266001,210.8,,,,
-265794,210.3,,,,
-265576,209.7,,,,
-265492,,188.7,,,
-265355,209.5,,,,
-265148,210.3,,,,
-265057,,211.7,,,
-264944,210.4,,,,
-264752,211.0,,,,
-264564,211.2,,,,
-264376,,211.7,,,
-264372,210.9,,,,
-264184,,199.9,,,
-264180,211.0,,,,
-263991,211.1,,,,
-263812,211.7,,,,
-263703,,199.9,,,
-263630,211.5,,,,
-263442,211.1,,,,
-263263,211.6,,,,
-263088,211.9,,,,
-262908,211.5,,,,
-262739,212.3,,,,
-262634,,228.1,,,
-262571,212.3,,,,
-262559,,228.1,,,
-262402,212.2,,,,
-262219,211.4,,,,
-262021,210.5,,,,
-261838,211.4,,,,
-261642,210.6,,,,
-261450,210.9,,,,
-261261,211.0,,,,
-261064,210.5,,,,
-260980,,214.6,,,
-260867,,214.6,,,
-260858,210.1,,,,
-260659,210.4,,,,
-260470,210.9,,,,
-260288,211.4,,,,
-260142,,208.9,,,
-260105,,208.9,,,
-260103,211.1,,,,
-259928,211.7,,,,
-259728,210.3,,,,
-259530,210.4,,,,
-259344,,205.7,,,
-259323,210.0,,,,
-259125,210.4,,,,
-258966,,205.7,,,
-258944,,209.6,,,
-258936,210.8,,,,
-258751,211.1,,,,
-258565,211.0,,,,
-258403,,209.6,,,
-258362,210.0,,,,
-258173,210.9,,,,
-257991,211.2,,,,
-257806,211.0,,,,
-257632,211.7,,,,
-257470,212.3,,,,
-257447,,203.9,,,
-257299,211.8,,,,
-257124,211.5,,,,
-256944,211.2,,,,
-256766,211.4,,,,
-256711,,203.9,,,
-256583,211.1,,,,
-256387,210.2,,,,
-256210,211.4,,,,
-256031,211.2,,,,
-255958,,204.0,,,
-255843,210.7,,,,
-255666,211.4,,,,
-255487,211.2,,,,
-255304,210.9,,,,
-255150,,204.0,,,
-255115,210.6,,,,
-255111,,201.9,,,
-254922,210.4,,,,
-254722,210.0,,,,
-254534,210.6,,,,
-254359,,201.9,,,
-254349,,199.0,,,
-254343,210.5,,,,
-254153,210.5,,,,
-253970,210.9,,,,
-253782,210.6,,,,
-253586,210.1,,,,
-253548,,199.0,,,
-253395,210.4,,,,
-253217,211.2,,,,
-253035,210.9,,,,
-252852,210.8,,,,
-252666,210.7,,,,
-252637,,195.4,,,
-252468,210.0,,,,
-252269,209.9,,,,
-252080,210.5,,,,
-251884,210.0,,,,
-251807,,196.7,,,
-251699,210.7,,,,
-251686,,195.4,,,
-251504,210.0,,,,
-251312,210.2,,,,
-251117,210.1,,,,
-251004,,195.4,,,
-250917,209.8,,,,
-250789,,196.7,,,
-250720,209.9,,,,
-250536,210.6,,,,
-250361,211.2,,,,
-250186,211.1,,,,
-250182,,213.9,,,
-250007,210.9,,,,
-249914,,195.4,,,
-249828,210.9,,,,
-249644,210.6,,,,
-249463,210.8,,,,
-249441,,200.2,,,
-249287,211.1,,,,
-249102,210.4,,,,
-249055,,213.9,,,
-248925,211.0,,,,
-248748,210.9,,,,
-248579,211.4,,,,
-248411,211.4,,,,
-248251,212.0,,,,
-248183,,200.2,,,
-248092,212.1,,,,
-247929,211.7,,,,
-247775,212.4,,,,
-247624,212.5,,,,
-247466,212.0,,,,
-247317,212.7,,,,
-247169,212.7,,,,
-247150,,214.7,,,
-247019,212.7,,,,
-246861,212.0,,,,
-246708,212.3,,,,
-246554,212.3,,,,
-246399,212.3,,,,
-246232,211.4,,,,
-246066,211.5,,,,
-245898,211.4,,,,
-245731,,214.7,,,
-245725,211.1,,,,
-245566,211.9,,,,
-245414,212.4,,,,
-245266,212.6,,,,
-245124,213.1,,,,
-244992,213.9,,,,
-244920,,219.4,,,
-244854,213.2,,,,
-244724,214.1,,,,
-244600,214.5,,,,
-244469,213.8,,,,
-244350,214.8,,,,
-244239,,230.4,,,
-244230,214.8,,,,
-244114,215.0,,,,
-244001,215.4,,,,
-243887,215.2,,,,
-243779,215.8,,,,
-243672,215.8,,,,
-243614,,236.7,,,
-243569,216.4,,,,
-243491,,219.4,,,
-243464,216.1,,,,
-243358,215.9,,,,
-243258,216.5,,,,
-243162,216.9,,,,
-243107,,249.9,,,
-243073,217.8,,,,
-242986,217.9,,,,
-242914,,230.4,,,
-242899,218.0,,,,
-242816,218.3,,,,
-242735,218.7,,,,
-242658,219.3,,,,
-242632,,252.3,,,
-242581,219.1,,,,
-242503,219.1,,,,
-242423,218.7,,,,
-242397,,236.7,,,
-242342,218.7,,,,
-242263,218.8,,,,
-242186,219.2,,,,
-242172,,263.7,,,
-242112,219.6,,,,
-242041,219.8,,,,
-241970,220.2,,,,
-241906,,249.9,,,
-241895,219.1,,,,
-241822,219.8,,,,
-241751,219.9,,,,
-241679,219.8,,,,
-241609,220.0,,,,
-241540,220.3,,,,
-241479,,252.3,,,
-241472,220.2,,,,
-241405,220.6,,,,
-241336,220.1,,,,
-241265,219.8,,,,
-241198,220.6,,,,
-241189,,280.2,,,
-241128,219.8,,,,
-241121,,263.7,,,
-241058,220.0,,,,
-240990,220.4,,,,
-240922,220.3,,,,
-240848,219.5,,,,
-240767,218.3,,,,
-240735,,279.0,,,
-240689,218.9,,,,
-240605,217.8,,,,
-240526,218.8,,,,
-240442,218.1,,,,
-240396,,280.2,,,
-240358,218.1,,,,
-240274,218.0,,,,
-240187,217.7,,,,
-240096,217.1,,,,
-240057,,279.0,,,
-240005,217.2,,,,
-239915,217.4,,,,
-239905,,263.2,,,
-239822,216.9,,,,
-239724,216.5,,,,
-239628,216.6,,,,
-239535,216.9,,,,
-239440,216.7,,,,
-239416,,263.2,,,
-239383,,259.7,,,
-239343,216.7,,,,
-239243,216.0,,,,
-239147,216.5,,,,
-239054,217.1,,,,
-238995,,259.7,,,
-238960,216.9,,,,
-238858,215.8,,,,
-238750,215.4,,,,
-238640,215.1,,,,
-238531,215.2,,,,
-238432,216.4,,,,
-238320,214.9,,,,
-238240,,252.8,,,
-238214,215.4,,,,
-238112,216.1,,,,
-238023,,252.8,,,
-238009,215.7,,,,
-237908,216.1,,,,
-237801,215.3,,,,
-237789,,247.4,,,
-237693,215.3,,,,
-237586,215.5,,,,
-237527,,247.4,,,
-237472,214.7,,,,
-237437,,245.8,,,
-237363,215.1,,,,
-237257,215.6,,,,
-237152,215.6,,,,
-237063,,245.8,,,
-237058,,245.6,,,
-237042,215.0,,,,
-236928,214.8,,,,
-236815,214.7,,,,
-236708,215.5,,,,
-236608,,245.6,,,
-236599,215.2,,,,
-236488,215.0,,,,
-236475,,239.1,,,
-236373,214.5,,,,
-236260,214.8,,,,
-236151,215.2,,,,
-236038,214.8,,,,
-235956,,243.1,,,
-235932,215.5,,,,
-235918,,239.1,,,
-235819,214.7,,,,
-235708,215.0,,,,
-235593,214.5,,,,
-235484,215.2,,,,
-235442,,247.4,,,
-235372,214.9,,,,
-235344,,243.1,,,
-235254,214.3,,,,
-235132,214.0,,,,
-235007,213.7,,,,
-234901,,241.4,,,
-234889,214.4,,,,
-234784,,247.4,,,
-234769,214.1,,,,
-234650,214.2,,,,
-234530,214.2,,,,
-234476,,252.1,,,
-234406,213.7,,,,
-234286,214.2,,,,
-234164,,241.4,,,
-234153,213.0,,,,
-234041,,245.2,,,
-234020,213.1,,,,
-233883,212.8,,,,
-233747,212.8,,,,
-233610,212.7,,,,
-233530,,252.1,,,
-233474,212.9,,,,
-233340,213.0,,,,
-233203,212.8,,,,
-233065,212.7,,,,
-232930,212.9,,,,
-232867,,245.2,,,
-232781,211.9,,,,
-232634,212.1,,,,
-232483,211.7,,,,
-232334,212.0,,,,
-232182,211.7,,,,
-232030,211.7,,,,
-231879,211.8,,,,
-231726,211.6,,,,
-231582,212.3,,,,
-231429,211.6,,,,
-231279,211.8,,,,
-231120,211.3,,,,
-230960,211.2,,,,
-230906,,241.6,,,
-230797,211.0,,,,
-230631,210.8,,,,
-230459,210.4,,,,
-230285,210.3,,,,
-230242,,233.9,,,
-230111,210.3,,,,
-229936,210.2,,,,
-229762,210.2,,,,
-229605,211.4,,,,
-229449,211.4,,,,
-229290,211.0,,,,
-229180,,232.4,,,
-229154,213.1,,,,
-229116,,241.6,,,
-229005,211.7,,,,
-228858,212.1,,,,
-228694,210.8,,,,
-228524,210.5,,,,
-228472,,233.9,,,
-228344,209.9,,,,
-228163,209.9,,,,
-227981,209.7,,,,
-227800,209.9,,,,
-227622,,224.5,,,
-227618,209.8,,,,
-227473,,232.4,,,
-227445,210.3,,,,
-227281,210.9,,,,
-227110,210.3,,,,
-226943,210.7,,,,
-226817,,233.1,,,
-226779,210.8,,,,
-226628,211.7,,,,
-226489,,234.5,,,
-226475,211.5,,,,
-226334,212.4,,,,
-226190,212.1,,,,
-226043,211.9,,,,
-225903,212.5,,,,
-225826,,224.5,,,
-225770,,235.5,,,
-225758,211.8,,,,
-225630,213.5,,,,
-225498,213.1,,,,
-225357,212.2,,,,
-225211,211.9,,,,
-225077,,233.1,,,
-225060,211.5,,,,
-224909,211.7,,,,
-224900,,215.7,,,
-224761,,234.5,,,
-224738,210.2,,,,
-224570,210.5,,,,
-224406,210.8,,,,
-224310,,203.3,,,
-224238,210.4,,,,
-224067,210.3,,,,
-223959,,235.5,,,
-223895,210.3,,,,
-223715,209.7,,,,
-223542,210.2,,,,
-223361,209.6,,,,
-223185,210.0,,,,
-223004,209.6,,,,
-222973,,215.7,,,
-222833,210.3,,,,
-222656,209.8,,,,
-222484,210.2,,,,
-222322,,205.6,,,
-222319,,203.3,,,
-222308,209.9,,,,
-222134,210.0,,,,
-221962,210.2,,,,
-221790,210.1,,,,
-221620,210.3,,,,
-221454,210.4,,,,
-221300,211.3,,,,
-221179,,208.8,,,
-221143,211.1,,,,
-220968,209.8,,,,
-220793,209.8,,,,
-220640,211.3,,,,
-220590,,207.1,,,
-220482,210.9,,,,
-220332,211.4,,,,
-220185,211.6,,,,
-220080,,205.6,,,
-220036,211.4,,,,
-219893,211.8,,,,
-219747,,216.1,,,
-219745,211.5,,,,
-219604,212.0,,,,
-219464,212.0,,,,
-219332,212.7,,,,
-219194,212.1,,,,
-219059,212.4,,,,
-218986,,214.1,,,
-218922,212.2,,,,
-218798,213.2,,,,
-218789,,208.8,,,
-218675,213.3,,,,
-218549,213.1,,,,
-218418,212.5,,,,
-218298,213.6,,,,
-218178,213.5,,,,
-218108,,207.1,,,
-218054,213.1,,,,
-217931,213.2,,,,
-217803,212.7,,,,
-217679,213.1,,,,
-217557,213.3,,,,
-217426,212.5,,,,
-217302,212.9,,,,
-217188,214.1,,,,
-217166,,216.1,,,
-217118,,240.5,,,
-217072,213.7,,,,
-216954,213.5,,,,
-216837,213.4,,,,
-216732,214.8,,,,
-216623,214.3,,,,
-216510,213.8,,,,
-216411,,214.1,,,
-216401,214.3,,,,
-216291,214.2,,,,
-216251,,245.3,,,
-216182,214.2,,,,
-216080,214.9,,,,
-215975,214.6,,,,
-215877,215.3,,,,
-215781,215.5,,,,
-215745,,251.1,,,
-215684,215.4,,,,
-215588,215.4,,,,
-215489,215.0,,,,
-215466,,251.7,,,
-215392,215.3,,,,
-215298,215.7,,,,
-215206,215.8,,,,
-215116,216.0,,,,
-215025,216.0,,,,
-214937,216.2,,,,
-214915,,247.5,,,
-214850,216.3,,,,
-214765,216.7,,,,
-214679,216.5,,,,
-214593,216.5,,,,
-214510,216.8,,,,
-214429,217.0,,,,
-214402,,240.5,,,
-214356,,242.6,,,
-214346,216.8,,,,
-214266,217.2,,,,
-214178,216.0,,,,
-214097,217.2,,,,
-214011,216.3,,,,
-213962,,240.3,,,
-213924,216.2,,,,
-213837,216.3,,,,
-213749,216.1,,,,
-213660,216.0,,,,
-213567,215.5,,,,
-213480,216.2,,,,
-213432,,245.3,,,
-213388,215.6,,,,
-213299,215.9,,,,
-213213,216.3,,,,
-213131,,241.4,,,
-213129,216.6,,,,
-213041,216.1,,,,
-212945,215.0,,,,
-212851,215.3,,,,
-212844,,251.1,,,
-212761,215.7,,,,
-212673,216.1,,,,
-212586,216.1,,,,
-212509,,251.7,,,
-212496,215.6,,,,
-212410,216.4,,,,
-212324,216.1,,,,
-212234,215.7,,,,
-212209,,251.2,,,
-212147,216.0,,,,
-212060,216.0,,,,
-212034,,247.5,,,
-211974,216.2,,,,
-211886,216.1,,,,
-211794,215.4,,,,
-211702,215.3,,,,
-211612,215.8,,,,
-211586,,242.6,,,
-211519,215.2,,,,
-211435,216.4,,,,
-211380,,243.4,,,
-211348,215.9,,,,
-211320,,240.3,,,
-211263,216.2,,,,
-211175,215.9,,,,
-211086,215.6,,,,
-211002,216.4,,,,
-210920,216.6,,,,
-210833,215.9,,,,
-210766,,241.4,,,
-210746,215.8,,,,
-210663,216.5,,,,
-210583,,257.4,,,
-210582,216.8,,,,
-210493,215.6,,,,
-210408,216.1,,,,
-210328,216.8,,,,
-210246,216.7,,,,
-210160,215.9,,,,
-210129,,239.5,,,
-210069,215.4,,,,
-209984,216.1,,,,
-209908,,251.2,,,
-209900,216.2,,,,
-209818,216.6,,,,
-209736,216.6,,,,
-209653,216.3,,,,
-209628,,246.9,,,
-209571,216.4,,,,
-209496,217.6,,,,
-209417,216.7,,,,
-209334,216.3,,,,
-209249,216.0,,,,
-209166,216.5,,,,
-209108,,252.0,,,
-209078,215.6,,,,
-208994,216.3,,,,
-208905,215.4,,,,
-208882,,247.2,,,
-208863,,243.4,,,
-208822,216.4,,,,
-208733,215.6,,,,
-208642,215.3,,,,
-208555,216.0,,,,
-208466,215.5,,,,
-208381,216.1,,,,
-208296,216.1,,,,
-208225,,243.9,,,
-208206,215.4,,,,
-208204,,257.4,,,
-208117,215.5,,,,
-208032,216.1,,,,
