year,temp,co2,sea_ice,temp_ireland,rainfall_ireland
-23697,210.5,,,,
-23641,208.4,,,,
-23594,,183.38,,,
-23584,208.4,,,,
-23530,209.2,,,,
-23476,208.7,,,,
-23424,209.5,,,,
-23401,,182.66,,,
-23372,209.4,,,,
-23319,209.1,,,,
-23264,208.8,,,,
-23214,,180.69,,,
-23206,207.9,,,,
-23151,209.0,,,,
-23097,208.9,,,,
-23040,208.6,,,,
-22984,208.1,,,,
-22930,209.1,,,,
-22877,209.2,,,,
-22826,209.6,,,,
-22776,209.9,,,,
-22725,209.5,,,,
-22694,,180.57,,,
-22674,209.6,,,,
-22623,209.8,,,,
-22572,209.2,,,,
-22520,209.5,,,,
-22466,209.1,,,,
-22412,208.2,,,,
-22359,209.7,,,,
-22320,,186.73,,,
-22308,209.3,,,,
-22257,209.5,,,,
-22208,210.3,,,,
-22158,209.7,,,,
-22128,,184.68,,,
-22109,210.1,,,,
-22058,209.4,,,,
-22004,209.0,,,,
-21950,208.8,,,,
-21924,,183.13,,,
-21896,209.1,,,,
-21842,208.9,,,,
-21789,209.1,,,,
-21734,208.5,,,,
-21682,209.5,,,,
-21650,,187.99,,,
-21628,208.6,,,,
-21575,209.3,,,,
-21525,209.8,,,,
-21495,,186.78,,,
-21472,209.1,,,,
-21421,209.4,,,,
-21408,,193.53,,,
-21372,210.1,,,,
-21327,,197.67,,,
-21317,208.6,,,,
-21262,208.5,,,,
-21235,,188.6,,,
-21211,209.7,,,,
-21157,208.8,190.08,,,
-21101,208.5,,,,
-21064,,190.53,,,
-21047,208.7,,,,
-21044,,189.4,,,
-20994,209.1,,,,
-20940,208.9,,,,
-20888,209.4,,,,
-20884,,186.13,,,
-20877,,189.2,,,
-20836,209.1,,,,
-20799,,190.01,,,
-20787,210.0,,,,
-20738,209.8,,,,
-20701,,188.49,,,
-20687,209.5,,,,
-20654,,185.21,,,
-20634,208.9,,,,
-20600,,184.68,,,
-20578,208.4,,,,
-20525,208.9,,,,
-20474,209.6,,,,
-20420,208.8,,,,
-20398,,187.02,,,
-20365,208.4,,,,
-20342,,187.22,,,
-20318,210.6,,,,
-20281,,191.27,,,
-20270,209.9,,,,
-20218,209.3,,,,
-20163,208.5,,,,
-20108,208.5,,,,
-20106,,187.38,,,
-20065,,184.4,,,
-20057,209.5,,,,
-20007,209.8,,,,
-19964,,190.78,,,
-19955,209.0,,,,
-19904,,185.7,,,
-19903,209.3,,,,
-19848,208.4,,,,
-19841,,187.96,,,
-19795,209.1,,,,
-19743,209.0,,,,
-19691,209.1,,,,
-19639,209.2,,,,
-19613,,185.23,,,
-19588,209.5,,,,
-19557,,186.1,,,
-19536,208.9,,,,
-19482,208.9,,,,
-19430,209.0,,,,
-19395,,187.24,,,
-19379,209.2,,,,
-19329,209.7,,,,
-19307,,184.7,,,
-19278,209.6,,,,
-19263,,190.05,,,
-19224,208.3,,,,
-19171,208.8,,,,
-19118,208.8,188.4,,,
-19065,209.0,,,,
-19061,,186.5,,,
-19014,209.3,190.87,,,
-18962,208.7,,,,
-18912,209.8,,,,
-18878,,192.66,,,
-18861,209.1,,,,
-18810,209.5,,,,
-18798,,186.9,,,
-18758,209.1,,,,
-18716,,187.76,,,
-18705,208.7,,,,
-18650,208.1,,,,
-18598,209.0,,,,
-18587,,193.93,,,
-18552,,187.8,,,
-18549,210.0,,,,
-18500,209.7,,,,
-18458,,189.99,,,
-18450,209.6,,,,
-18397,208.6,,,,
-18343,208.3,,,,
-18290,209.1,,,,
-18263,,190.47,,,
-18247,,195.0,,,
-18237,208.3,,,,
-18218,,188.2,,,
-18184,208.9,,,,
-18132,208.8,,,,
-18080,209.4,,,,
-18069,,193.72,,,
-18038,,188.0,,,
-18028,208.6,,,,
-17978,209.6,,,,
-17934,,196.06,,,
-17929,209.0,,,,
-17881,210.7,,,,
-17841,,193.6,,,
-17832,209.2,,,,
-17798,,190.0,,,
-17782,209.0,,,,
-17732,210.0,,,,
-17680,208.6,,,,
-17679,,191.42,,,
-17627,208.1,,,,
-17618,,188.95,,,
-17578,210.1,,,,
-17559,,188.8,,,
-17527,209.2,,,,
-17493,,191.52,,,
-17475,208.4,,,,
-17425,209.7,,,,
-17397,,188.7,,,
-17375,208.8,,,,
-17332,,191.58,,,
-17325,209.5,,,,
-17275,209.2,,,,
-17224,208.9,,,,
-17203,,191.09,,,
-17173,209.3,,,,
-17122,208.6,,,,
-17074,210.0,,,,
-17044,,192.71,,,
-17024,209.3,,,,
-16977,209.8,,,,
-16971,,188.3,,,
-16923,208.2,,,,
-16918,,192.3,,,
-16917,,188.5,,,
-16885,,188.44,,,
-16878,,189.4,,,
-16872,209.1,,,,
-16854,,192.97,,,
-16821,209.0,,,,
-16797,,191.27,,,
-16771,209.2,,,,
-16727,,193.9,,,
-16721,209.1,,,,
-16671,209.1,,,,
-16633,,188.57,,,
-16622,209.3,,,,
-16591,,188.6,,,
-16574,209.6,,,,
-16570,,187.67,,,
-16537,,187.09,,,
-16525,209.3,,,,
-16508,,187.45,,,
-16475,209.3,,,,
-16472,,188.47,,,
-16441,,188.21,,,
-16424,208.9,,,,
-16410,,188.73,,,
-16374,,187.12,,,
-16373,208.7,,,,
-16346,,189.03,,,
-16335,,187.0,,,
-16323,209.0,,,,
-16315,,188.52,,,
-16282,,188.88,,,
-16275,209.7,,,,
-16252,,185.65,,,
-16226,209.6,,,,
-16223,,189.01,,,
-16190,,184.88,,,
-16177,208.8,,,,
-16161,,188.59,,,
-16132,,188.64,,,
-16129,209.6,,,,
-16100,,187.73,,,
-16082,210.4,,,,
-16074,,187.79,,,
-16042,,188.96,,,
-16033,208.8,,,,
-16016,,188.66,,,
-15993,,189.2,,,
-15986,,188.54,,,
-15983,209.0,,,,
-15957,,191.72,,,
-15933,209.0,,,,
-15931,,190.26,,,
-15905,,189.52,,,
-15884,209.0,,,,
-15875,,191.21,,,
-15859,,188.5,,,
-15848,,187.25,,,
-15836,209.4,,,,
-15820,,191.7,,,
-15794,,190.41,,,
-15790,210.1,,,,
-15767,,189.52,,,
-15742,209.4,,,,
-15741,,191.52,,,
-15715,,194.38,,,
-15697,210.1,,,,
-15688,,193.21,,,
-15662,,195.79,,,
-15651,210.0,,,,
-15636,,196.96,,,
-15615,,188.5,,,
-15611,,192.62,,,
-15604,209.1,,,,
-15585,,192.37,,,
-15561,211.1,191.59,,,
-15535,,191.48,,,
-15518,209.9,,,,
-15511,,193.0,,,
-15485,,190.76,,,
-15474,211.1,,,,
-15460,,191.89,,,
-15435,,193.02,,,
-15431,210.1,,,,
-15425,,191.0,,,
-15410,,190.5,,,
-15388,210.7,,,,
-15362,,194.65,,,
-15346,210.8,,,,
-15338,,195.88,,,
-15300,209.5,,,,
-15286,,198.29,,,
-15256,210.3,,,,
-15214,,198.63,,,
-15212,210.4,,,,
-15169,210.3,,,,
-15161,,193.9,,,
-15142,,202.1,,,
-15127,211.1,,,,
-15082,209.7,,,,
-15045,,204.32,,,
-15043,211.7,,,,
-15003,211.4,,,,
-14979,,202.93,,,
-14964,211.1,,,,
-14923,211.5,,,,
-14920,,195.2,,,
-14919,,205.19,,,
-14881,210.4,,,,
-14848,,205.53,,,
-14843,211.6,,,,
-14805,211.8,,,,
-14784,,210.25,,,
-14767,211.7,,,,
-14729,211.7,,,,
-14709,,200.8,,,
-14706,,213.15,,,
-14693,212.4,,,,
-14655,212.1,,,,
-14640,,208.46,,,
-14617,211.1,,,,
-14604,,208.65,,,
-14581,212.3,,,,
-14560,,207.95,,,
-14545,212.4,,,,
-14522,,213.94,,,
-14510,212.4,,,,
-14508,,217.19,,,
-14502,,202.9,,,
-14481,,211.79,,,
-14475,212.6,,,,
-14461,,212.95,,,
-14442,,209.51,,,
-14437,211.7,,,,
-14425,,211.21,,,
-14404,,214.83,,,
-14400,211.6,,,,
-14387,,212.43,,,
-14367,,214.6,,,
-14363,212.0,,,,
-14347,,212.84,,,
-14329,,214.22,,,
-14328,212.5,,,,
-14311,,218.56,,,
-14310,,207.7,,,
-14292,212.6,,,,
-14291,,220.49,,,
-14273,,223.24,,,
-14259,,227.32,,,
-14258,211.8,,,,
-14237,,221.49,,,
-14223,213.1,,,,
-14217,,226.19,,,
-14201,,224.86,,,
-14188,212.3,,,,
-14164,,222.41,,,
-14154,212.7,,,,
-14133,,224.24,,,
-14123,,207.5,,,
-14120,212.9,,,,
-14087,213.2,,,,
-14084,,224.48,,,
-14065,,222.39,,,
-14054,212.9,,,,
-14049,,224.41,,,
-14045,,223.72,,,
-14022,213.2,,,,
-13989,213.1,,,,
-13987,,223.77,,,
-13970,,223.51,,,
-13956,213.7,,,,
-13936,,214.0,,,
-13923,212.1,,,,
-13895,,222.36,,,
-13890,213.3,,,,
-13857,212.5,,,,
-13823,213.1,,,,
-13818,,224.86,,,
-13792,213.3,219.4,,,
-13760,213.7,,,,
-13755,,222.16,,,
-13728,212.8,,,,
-13699,,222.76,,,
-13694,212.7,,,,
-13661,212.9,,,,
-13628,212.8,,,,
-13620,,220.9,,,
-13596,,223.53,,,
-13595,213.0,,,,
-13563,212.7,,,,
-13530,213.3,,,,
-13513,,223.27,,,
-13500,213.7,,,,
-13488,,221.0,,,
-13471,214.1,,,,
-13460,,224.74,,,
-13441,213.9,,,,
-13433,,225.39,,,
-13412,214.3,,,,
-13395,,228.92,,,
-13384,214.4,,,,
-13371,,227.64,,,
-13353,213.3,,,,
-13331,,225.77,,,
-13322,213.3,,,,
-13294,213.9,,,,
-13293,,228.27,,,
-13283,,222.0,,,
-13269,,230.18,,,
-13265,216.1,,,,
-13236,212.9,,,,
-13231,,227.84,,,
-13208,214.2,,,,
-13207,,228.81,,,
-13184,,229.67,,,
-13180,214.4,,,,
-13152,214.8,,,,
-13146,,234.47,,,
-13124,214.1,,,,
-13123,,228.99,,,
-13097,214.4,,,,
-13085,,225.38,,,
-13068,214.8,,,,
-13062,,224.5,,,
-13061,,228.37,,,
-13040,214.0,,,,
-13037,,227.65,,,
-13026,,229.79,,,
-13010,213.4,,,,
-13004,,228.89,,,
-12981,214.2,,,,
-12979,,228.47,,,
-12966,,228.36,,,
-12954,,228.72,,,
-12950,213.5,,,,
-12942,,230.63,,,
-12940,,225.2,,,
-12931,,227.85,,,
-12920,213.0,,,,
-12919,,232.22,,,
-12908,,233.17,,,
-12895,,227.87,,,
-12891,214.2,,,,
-12885,,228.4,,,
-12872,,226.51,,,
-12863,213.8,,,,
-12861,,227.58,,,
-12849,,228.5,,,
-12838,,227.79,,,
-12835,214.9,,,,
-12826,,227.39,,,
-12813,,224.64,,,
-12809,,227.9,,,
-12807,214.2,,,,
-12793,,231.48,,,
-12781,,234.54,,,
-12780,214.2,,,,
-12775,,226.1,,,
-12768,,230.53,,,
-12757,,228.18,,,
-12754,215.7,,,,
-12747,,228.91,,,
-12736,,237.49,,,
-12726,214.6,,,,
-12725,,234.34,,,
-12714,,233.42,,,
-12702,,234.62,,,
-12697,213.1,,,,
-12695,,238.12,,,
-12680,,240.1,,,
-12672,215.9,,,,
-12669,,237.97,,,
-12656,,237.59,,,
-12648,215.4,,,,
-12645,,235.31,,,
-12636,,237.97,,,
-12626,,239.77,,,
-12624,215.9,,,,
-12614,,239.86,,,
-12603,,241.73,,,
-12600,215.7,228.4,,,
-12592,,235.83,,,
-12581,,243.17,,,
-12578,216.2,,,,
-12571,,241.14,,,
-12555,216.4,,,,
-12547,,242.06,,,
-12531,217.4,,,,
-12514,,238.61,,,
-12508,214.2,,,,
-12493,,240.95,,,
-12482,214.9,,,,
-12472,,242.6,,,
-12461,,242.55,,,
-12457,215.4,,,,
-12433,215.6,,,,
-12425,,240.33,,,
-12407,215.1,,,,
-12404,,238.39,,,
-12393,,242.08,,,
-12380,213.9,,,,
-12359,,235.8,,,
-12353,,228.5,,,
-12352,214.3,,,,
-12349,,239.04,,,
-12325,214.4,,,,
-12323,,240.21,,,
-12300,215.1,,,,
-12287,,236.6,,,
-12276,215.7,,,,
-12256,,238.36,,,
-12251,215.5,,,,
-12230,,239.36,,,
-12226,214.9,,,,
-12207,,239.24,,,
-12198,214.1,,,,
-12170,213.7,236.4,,,
-12142,213.7,,,,
-12134,,232.88,,,
-12115,215.2,,,,
-12110,,241.27,,,
-12087,213.3,,,,
-12073,,237.87,,,
-12060,215.3,,,,
-12052,,235.92,,,
-12034,213.9,,,,
-12005,213.6,,,,
-11998,,239.1,,,
-11990,,240.57,,,
-11976,214.1,,,,
-11947,213.3,,,,
-11922,,237.95,,,
-11917,213.3,,,,
-11888,213.3,,,,
-11877,,239.08,,,
-11859,213.5,,,,
-11854,,238.6,,,
-11832,214.4,,,,
-11809,,241.11,,,
-11805,213.9,,,,
-11779,215.6,,,,
-11763,,241.59,,,
-11753,214.3,,,,
-11725,213.4,,,,
-11703,,238.6,,,
-11696,213.8,,,,
-11695,,238.55,,,
-11666,213.2,,,,
-11651,,243.86,,,
-11637,213.0,,,,
-11608,214.0,,,,
-11592,,239.2,,,
-11582,214.2,235.83,,,
-11555,214.7,,,,
-11537,,240.25,,,
-11529,214.7,,,,
-11502,213.7,,,,
-11490,,236.4,,,
-11475,214.4,,,,
-11468,,237.83,,,
-11449,214.8,,,,
-11422,214.0,,,,
-11393,213.6,,,,
-11364,213.1,,,,
-11354,,236.86,,,
-11336,213.7,,,,
-11317,,240.42,,,
-11309,214.2,,,,
-11291,,237.6,,,
-11282,214.4,,,,
-11266,,239.41,,,
-11253,213.7,,,,
-11225,213.2,,,,
-11223,,236.91,,,
-11196,213.5,,,,
-11178,,234.82,,,
-11169,213.9,,,,
-11142,214.7,,,,
-11140,,237.9,,,
-11138,,241.56,,,
-11117,,237.91,,,
-11114,213.5,,,,
-11094,,238.86,,,
-11085,214.2,,,,
-11072,,234.68,,,
-11056,212.7,,,,
-11051,,239.42,,,
-11031,,237.15,,,
-11027,213.0,,,,
-11010,,240.71,,,
-10998,214.1,,,,
-10992,,237.3,,,
-10989,,238.18,,,
-10971,213.9,,,,
-10967,,238.79,,,
-10943,214.4,239.44,,,
-10924,,241.24,,,
-10915,213.1,,,,
-10903,,239.35,,,
-10886,213.6,,,,
-10880,,242.15,,,
-10859,,242.23,,,
-10857,213.1,,,,
-10836,,241.5,,,
-10827,213.4,,,,
-10813,,240.02,,,
-10810,,238.3,,,
-10798,212.8,,,,
-10790,,247.3,,,
-10770,214.4,241.59,,,
-10747,,244.24,,,
-10743,214.1,,,,
-10724,,242.53,,,
-10717,214.2,,,,
-10704,,243.95,,,
-10693,215.5,,,,
-10692,,234.2,,,
-10680,,246.94,,,
-10667,215.1,,,,
-10658,,248.09,,,
-10640,213.3,,,,
-10637,,247.02,,,
-10615,,244.27,,,
-10613,214.8,,,,
-10594,,249.92,,,
-10587,213.8,,,,
-10571,,246.74,,,
-10562,214.0,,,,
-10546,,244.42,,,
-10546,,237.6,,,
-10537,216.0,,,,
-10525,,246.18,,,
-10514,214.6,,,,
-10505,,245.83,,,
-10490,216.1,,,,
-10482,,247.67,,,
-10466,215.6,,,,
-10459,,246.4,,,
-10442,214.4,,,,
-10438,,243.0,,,
-10421,,237.5,,,
-10418,215.3,,,,
-10415,,244.31,,,
-10393,,246.97,,,
-10392,215.2,,,,
-10371,,250.73,,,
-10366,213.8,,,,
-10351,,248.92,,,
-10342,215.3,,,,
-10331,,249.38,,,
-10319,215.6,,,,
-10306,,248.95,,,
-10296,215.2,,,,
-10283,,249.23,,,
-10274,216.3,,,,
-10261,,249.65,,,
-10252,216.2,,,,
-10240,,250.97,,,
-10230,216.5,,,,
-10218,,251.42,,,
-10208,215.6,,,,
-10196,,251.14,,,
-10185,215.4,,,,
-10175,,253.02,,,
-10172,,240.3,,,
-10163,216.4,,,,
-10155,,255.66,,,
-10141,216.1,,,,
-10130,,251.03,,,
-10120,216.3,,,,
-10109,,253.1,,,
-10100,,243.2,,,
-10098,216.1,,,,
-10087,,248.41,,,
-10076,216.3,,,,
-10066,,247.85,,,
-10055,215.7,,,,
-10041,,255.39,,,
-10034,216.9,,,,
-10020,,253.99,,,
-10015,218.3,,,,
-10008,,246.6,,,
-9998,,248.92,,,
-9997,217.3,,,,
-9978,217.7,,,,
-9977,,258.57,,,
-9959,216.9,,,,
-9955,,255.9,,,
-9946,,245.3,,,
-9940,218.2,,,,
-9933,,251.56,,,
-9922,217.1,,,,
-9913,,253.63,,,
-9903,218.2,,,,
-9893,,254.31,,,
-9884,217.1,,,,
-9870,,257.17,,,
-9869,,245.3,,,
-9865,218.0,,,,
-9853,,258.53,,,
-9846,217.0,,,,
-9831,,258.25,,,
-9826,217.0,,,,
-9809,,258.74,,,
-9806,217.2,,,,
-9791,,255.89,,,
-9786,216.8,,,,
-9777,,250.7,,,
-9770,,256.04,,,
-9767,217.4,,,,
-9751,,253.99,,,
-9749,218.4,,,,
-9733,,254.62,,,
-9732,218.9,,,,
-9726,,251.1,,,
-9715,218.3,247.55,,,
-9698,,257.13,,,
-9697,218.6,,,,
-9685,,249.7,,,
-9679,217.8,266.22,,,
-9661,,261.3,,,
-9660,217.4,,,,
-9642,,260.7,,,
-9640,216.5,,,,
-9630,,250.7,,,
-9626,,267.09,,,
-9621,217.4,,,,
-9610,,262.74,,,
-9602,216.4,,,,
-9594,,266.9,,,
-9584,219.2,,,,
-9574,,269.51,,,
-9566,219.4,,,,
-9557,,267.66,,,
-9548,217.2,,,,
-9540,,267.17,,,
-9529,217.8,,,,
-9523,,269.1,,,
-9519,,253.8,,,
-9509,217.5,,,,
-9503,,268.87,,,
-9489,216.0,,,,
-9486,,253.9,,,
-9486,,270.14,,,
-9471,217.8,,,,
-9467,,264.48,,,
-9453,218.3,,,,
-9450,,268.16,,,
-9442,,255.4,,,
-9435,218.6,,,,
-9433,,264.84,,,
-9417,218.5,,,,
-9398,217.2,,,,
-9389,,264.81,,,
-9388,,260.8,,,
-9378,216.5,,,,
-9367,,264.1,,,
-9357,216.7,,,,
-9337,217.6,,,,
-9328,,258.8,,,
-9317,217.0,,,,
-9307,,264.4,,,
-9298,216.6,,,,
-9286,,265.2,,,
-9279,218.0,,,,
-9261,218.4,,,,
-9251,,265.3,,,
-9251,,263.0,,,
-9242,217.8,,,,
-9236,,265.0,,,
-9224,218.0,,,,
-9211,,264.8,,,
-9204,217.4,,,,
-9186,,264.0,,,
-9184,216.3,,,,
-9163,217.1,,,,
-9145,218.4,,,,
-9140,,264.8,,,
-9137,,264.5,,,
-9127,217.7,,,,
-9107,217.3,,,,
-9087,216.7,,,,
-9068,217.5,,,,
-9064,,264.2,,,
-9049,218.3,,,,
-9031,217.8,,,,
-9012,217.7,,,,
-9004,,267.6,,,
-8992,217.1,,,,
-8983,,264.1,,,
-8972,217.0,,,,
-8952,217.0,,,,
-8945,,264.4,,,
-8932,217.2,,,,
-8914,217.3,,,,
-8896,218.9,,,,
-8886,,265.1,,,
-8877,217.8,265.3,,,
-8858,217.5,,,,
-8855,,265.0,,,
-8852,,266.0,,,
-8838,217.4,,,,
-8819,217.1,,,,
-8799,217.5,,,,
-8794,,264.8,,,
-8781,217.9,,,,
-8763,216.8,,,,
-8745,220.1,,,,
-8730,,266.9,,,
-8728,218.0,,,,
-8710,218.4,,,,
-8693,219.2,,,,
-8675,218.5,,,,
-8671,,264.8,,,
-8658,218.3,,,,
-8638,216.5,,,,
-8618,217.3,,,,
-8598,217.5,,,,
-8578,216.7,,,,
-8577,,267.6,,,
-8559,218.3,,,,
-8556,,267.5,,,
-8539,216.2,,,,
-8519,218.1,,,,
-8501,217.8,,,,
-8483,217.9,,,,
-8467,,265.1,,,
-8464,218.6,,,,
-8444,216.6,,,,
-8423,216.9,,,,
-8417,,264.9,,,
-8404,217.8,,,,
-8386,218.4,,,,
-8367,217.5,,,,
-8350,,265.7,,,
-8349,217.9,,,,
-8344,,266.0,,,
-8331,218.4,,,,
-8313,219.4,,,,
-8295,218.0,,,,
-8276,216.8,,,,
-8259,,266.9,,,
-8258,218.3,,,,
-8243,,263.4,,,
-8239,217.8,,,,
-8220,218.3,,,,
-8202,218.2,,,,
-8184,,264.0,,,
-8183,217.2,,,,
-8164,217.6,,,,
-8145,218.3,,,,
-8138,,267.5,,,
-8126,217.0,,,,
-8106,217.3,,,,
-8087,218.1,,,,
-8068,217.3,,,,
-8049,218.6,,,,
-8043,,264.2,,,
-8033,,264.9,,,
-8030,216.4,,,,
-8010,217.7,,,,
-7990,217.8,,,,
-7970,215.5,,,,
-7959,,265.7,,,
-7951,,264.4,,,
-7950,218.5,,,,
-7932,219.3,,,,
-7914,217.8,,,,
-7897,218.4,,,,
-7878,217.9,,,,
-7860,217.9,,,,
-7857,,263.4,,,
-7841,219.0,,,,
-7823,217.5,,,,
-7804,217.8,,,,
-7785,216.7,,,,
-7771,,264.0,,,
-7765,217.8,,,,
-7746,218.7,,,,
-7727,217.1,,,,
-7708,217.9,,,,
-7688,216.8,,,,
-7668,217.6,,,,
-7647,215.9,264.2,,,
-7627,217.4,,,,
-7623,,263.8,,,
-7608,218.4,,,,
-7606,,263.0,,,
-7589,218.2,,,,
-7586,,264.4,,,
-7574,,260.9,,,
-7571,218.1,,,,
-7568,,260.6,,,
-7552,217.5,,,,
-7532,217.7,,,,
-7513,217.3,,,,
-7493,217.4,,,,
-7487,,265.2,,,
-7474,217.6,,,,
-7453,217.8,,,,
-7433,216.3,,,,
-7413,216.9,,,,
-7411,,263.8,,,
-7393,217.3,,,,
-7374,218.4,,,,
-7367,,263.8,,,
-7354,218.0,,,,
-7345,,263.7,,,
-7334,216.4,,,,
-7313,217.8,,,,
-7291,215.9,,,,
-7282,,263.0,,,
-7270,215.3,,,,
-7249,217.4,,,,
-7228,217.4,,,,
-7207,216.7,,,,
-7193,,262.0,,,
-7190,,260.9,,,
-7187,217.2,,,,
-7166,216.9,,,,
-7146,217.2,,,,
-7142,,260.6,,,
-7126,216.3,,,,
-7110,,259.3,,,
-7106,217.7,,,,
-7085,217.9,,,,
-7065,216.7,,,,
-7044,217.0,,,,
-7043,,260.4,,,
-7024,217.0,,,,
-7023,,265.2,,,
-7003,216.9,,,,
-6982,217.6,,,,
-6962,216.9,260.9,,,
-6940,216.2,,,,
-6919,,263.8,,,
-6918,215.8,,,,
-6897,217.4,,,,
-6876,216.5,,,,
-6855,217.0,,,,
-6834,,263.7,,,
-6833,216.3,,,,
-6831,,259.0,,,
-6811,216.2,,,,
-6789,217.1,,,,
-6768,216.7,,,,
-6761,,261.8,,,
-6747,216.6,,,,
-6727,217.8,,,,
-6706,216.3,,,,
-6703,,262.0,,,
-6686,217.0,,,,
-6667,218.2,,,,
-6645,217.1,,,,
-6629,,259.3,,,
-6622,215.0,,,,
-6601,216.9,,,,
-6597,,260.7,,,
-6580,217.1,,,,
-6559,217.0,,,,
-6537,216.4,,,,
-6527,,260.4,,,
-6514,215.9,,,,
-6510,,261.3,,,
-6491,216.1,,,,
-6467,215.4,,,,
-6446,216.5,,,,
-6437,,260.9,,,
-6424,216.5,,,,
-6402,216.3,258.3,,,
-6380,216.4,,,,
-6359,217.0,,,,
-6337,216.1,,,,
-6331,,259.0,,,
-6314,216.5,,,,
-6290,215.5,,,,
-6267,215.2,,,,
-6245,,259.3,,,
-6243,215.7,,,,
-6231,,261.8,,,
-6221,216.4,,,,
-6200,217.1,,,,
-6179,216.6,,,,
-6166,,259.6,,,
-6155,214.7,,,,
-6132,216.9,,,,
-6109,215.6,,,,
-6100,,260.7,,,
-6086,216.5,,,,
-6064,216.3,,,,
-6043,216.5,,,,
-6040,,261.3,,,
-6026,,260.8,,,
-6022,216.7,,,,
-6002,217.2,,,,
-5982,218.0,,,,
-5976,,259.2,,,
-5961,217.4,,,,
-5940,216.3,,,,
-5926,,258.3,,,
-5918,216.3,,,,
-5910,,259.7,,,
-5896,216.7,,,,
-5876,215.7,,,,
-5857,218.2,,,,
-5837,218.5,,,,
-5831,,259.3,,,
-5815,216.6,,,,
-5793,215.9,,,,
-5774,218.2,,,,
-5770,,260.4,,,
-5754,217.3,,,,
-5741,,259.6,,,
-5733,216.9,,,,
-5711,216.0,260.1,,,
-5690,216.6,,,,
-5671,218.6,,,,
-5652,217.0,,,,
-5640,,260.8,,,
-5633,218.4,,,,
-5613,216.8,,,,
-5593,217.7,,,,
-5571,216.8,,,,
-5557,,259.2,,,
-5550,215.9,,,,
-5548,,258.4,,,
-5529,216.2,,,,
-5507,217.5,,,,
-5485,216.0,,,,
-5463,,259.7,,,
-5462,215.9,,,,
-5455,,260.7,,,
-5440,216.7,,,,
-5418,215.6,,,,
-5397,216.9,,,,
-5377,218.6,,,,
-5370,,260.4,,,
-5358,217.3,,,,
-5336,216.3,,,,
-5324,,263.0,,,
-5314,216.1,,,,
-5292,215.9,,,,
-5284,,260.1,,,
-5270,216.8,,,,
-5247,216.4,,,,
-5238,,262.3,,,
-5223,214.7,,,,
-5200,215.8,,,,
-5178,217.3,,,,
-5162,,258.4,,,
-5157,216.5,,,,
-5136,216.6,,,,
-5115,217.0,,,,
-5094,216.7,,,,
-5088,,257.6,,,
-5078,,260.7,,,
-5073,216.3,,,,
-5052,217.4,,,,
-5031,217.2,,,,
-5020,,258.1,,,
-5010,216.5,,,,
-4991,,263.0,,,
-4990,216.9,,,,
-4970,217.0,,,,
-4951,218.7,,,,
-4932,217.4,,,,
-4930,,262.9,,,
-4914,218.4,,,,
-4893,217.1,,,,
-4888,,262.3,,,
-4871,216.6,,,,
-4850,216.5,,,,
-4828,216.4,,,,
-4820,,262.1,,,
-4807,216.2,,,,
-4787,217.4,,,,
-4767,217.9,,,,
-4763,,257.6,,,
-4746,218.3,,,,
-4733,,259.4,,,
-4726,215.7,,,,
-4704,216.2,,,,
-4682,217.4,,,,
-4667,,258.1,,,
-4661,215.4,,,,
-4639,216.9,,,,
-4622,,261.1,,,
-4618,216.4,,,,
-4598,217.2,,,,
-4595,,262.9,,,
-4579,218.5,,,,
-4557,216.3,,,,
-4536,215.9,,,,
-4515,217.5,,,,
-4496,218.4,,,,
-4484,,262.1,,,
-4477,217.2,,,,
-4456,216.9,,,,
-4451,,261.2,,,
-4434,216.3,,,,
-4413,217.3,,,,
-4404,,259.4,,,
-4391,216.1,,,,
-4387,,262.7,,,
-4370,216.3,,,,
-4352,,263.2,,,
-4350,217.4,,,,
-4330,217.9,,,,
-4313,,261.1,,,
-4310,216.4,,,,
-4289,217.0,,,,
-4269,217.7,,,,
-4249,216.9,,,,
-4228,217.1,,,,
-4208,216.7,,,,
-4188,218.4,,,,
-4181,,261.2,,,
-4168,216.1,,,,
-4149,218.1,,,,
-4140,,265.5,,,
-4129,217.7,,,,
-4109,216.8,,,,
-4089,217.2,262.7,,,
-4069,217.6,,,,
-4049,218.1,266.7,,,
-4048,,263.2,,,
-4030,217.1,,,,
-4008,216.1,,,,
-3987,216.9,,,,
-3984,,260.7,,,
-3967,216.7,,,,
-3946,217.1,,,,
-3927,217.9,,,,
-3908,218.2,,,,
-3905,,265.5,,,
-3902,,265.5,,,
-3889,217.9,,,,
-3870,216.6,,,,
-3852,218.6,,,,
-3833,218.5,,,,
-3814,216.9,,,,
-3808,,265.9,,,
-3795,219.0,,,,
-3776,216.8,,,,
-3766,,266.7,,,
-3756,218.2,,,,
-3736,216.6,,,,
-3716,217.4,,,,
-3707,,260.7,,,
-3696,217.5,,,,
-3676,216.9,,,,
-3656,217.7,,,,
-3636,217.3,,,,
-3631,,267.6,,,
-3618,218.8,,,,
-3612,,265.5,,,
-3599,217.6,,,,
-3583,,265.2,,,
-3578,216.8,,,,
-3555,215.4,,,,
-3534,216.3,,,,
-3526,,265.9,,,
-3512,217.5,,,,
-3492,216.3,,,,
-3469,216.5,,,,
-3447,215.5,,,,
-3427,218.1,,,,
-3420,,267.6,,,
-3408,217.6,265.3,,,
-3389,217.3,,,,
-3370,218.3,,,,
